customer_id,senior_citizen,partner,tenure_months,contract,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,support_calls,churn
C100751,0,Yes,15,Month-to-month,DSL,Electronic check,Yes,44.73,681.98,5,Yes
C100752,0,Yes,40,Month-to-month,DSL,Bank transfer,No,79.41,3165.89,2,Yes
C100753,1,Yes,72,Month-to-month,DSL,Credit card,Yes,82.54,5965.43,0,No
C100754,0,No,1,One year,DSL,Mailed check,Yes,99.39,99.86,2,Yes
C100755,0,No,12,Month-to-month,Fiber optic,Electronic check,Yes,44.27,506.99,2,Yes
C100756,1,No,10,Month-to-month,Fiber optic,Credit card,Yes,52.68,535.59,0,Yes
C100757,0,No,24,Two year,Fiber optic,Credit card,Yes,116.64,2805.28,1,No
C100758,0,Yes,9,Month-to-month,No,Mailed check,No,65.07,609.64,3,No
C100759,0,No,12,Month-to-month,Fiber optic,Electronic check,Yes,70.9,871.59,4,No
C100760,0,Yes,62,One year,No,Electronic check,No,64.75,4011.77,0,No
C100761,0,Yes,33,Month-to-month,Fiber optic,Bank transfer,No,103.99,3419.87,3,No
C100762,0,Yes,26,Month-to-month,Fiber optic,Credit card,Yes,105.15,2733.94,1,No
C100763,0,No,30,Month-to-month,Fiber optic,Bank transfer,No,103.4,3111.08,2,Yes
C100764,0,Yes,70,Two year,Fiber optic,Electronic check,Yes,70.8,4968.09,4,No
C100765,0,Yes,35,Month-to-month,No,Bank transfer,No,43.83,1541.59,3,No
C100766,0,No,34,Month-to-month,DSL,Credit card,No,127.76,4341.57,1,Yes
C100767,0,Yes,67,Month-to-month,Fiber optic,Mailed check,Yes,95.69,6436.15,0,No
C100768,0,No,2,Month-to-month,DSL,Credit card,Yes,56.3,95.74,2,Yes
C100769,1,Yes,34,One year,DSL,Mailed check,Yes,112.71,3894.13,2,Yes
C100770,1,Yes,54,Month-to-month,No,Mailed check,No,53.93,2931.3,2,No
C100771,0,Yes,37,One year,No,Bank transfer,No,112.32,4127.65,2,Yes
C100772,0,Yes,63,One year,DSL,Mailed check,No,114.35,7208.68,1,No
C100773,0,Yes,64,Two year,No,Credit card,Yes,42.36,2730.36,0,No
C100774,0,No,24,Month-to-month,No,Mailed check,No,87.45,2090.07,1,No
C100775,0,No,59,Two year,DSL,Mailed check,Yes,93.47,5477.35,0,No
C100776,0,Yes,17,One year,DSL,Mailed check,No,130.0,2184.02,0,Yes
C100777,0,Yes,17,Month-to-month,Fiber optic,Mailed check,Yes,47.73,824.96,3,Yes
C100778,0,Yes,71,One year,DSL,Mailed check,Yes,112.98,7977.71,1,No
C100779,0,No,0,Two year,No,Bank transfer,Yes,70.52,,0,Yes
C100780,0,No,25,Month-to-month,Fiber optic,Mailed check,No,32.76,832.42,0,Yes
C100781,0,Yes,45,Two year,No,Mailed check,No,66.4,2982.44,0,No
C100782,0,Yes,30,Month-to-month,No,Bank transfer,No,70.07,2084.71,1,No
C100783,0,No,61,One year,Fiber optic,Electronic check,Yes,38.23,2319.66,1,No
C100784,1,No,18,Two year,DSL,Bank transfer,Yes,79.37,1391.89,1,Yes
C100785,0,Yes,40,Month-to-month,No,Mailed check,No,98.73,3961.31,0,Yes
C100786,0,Yes,9,Two year,No,Mailed check,No,77.15,674.19,2,No
C100787,0,No,15,Month-to-month,Fiber optic,Bank transfer,Yes,53.74,792.71,1,Yes
C100788,0,Yes,12,One year,Fiber optic,Bank transfer,No,65.55,795.27,2,Yes
C100789,0,No,54,One year,DSL,Credit card,No,69.86,3766.02,0,No
C100790,0,No,14,Month-to-month,Fiber optic,Mailed check,No,76.52,1053.66,1,No
C100791,0,No,48,Month-to-month,Fiber optic,Electronic check,No,103.29,4908.18,0,Yes
C100792,0,No,25,Month-to-month,Fiber optic,Bank transfer,Yes,78.16,1963.19,2,Yes
C100793,0,Yes,41,Month-to-month,Fiber optic,Bank transfer,Yes,27.92,1146.69,1,No
C100794,0,No,63,Month-to-month,DSL,Bank transfer,Yes,53.13,3334.26,2,Yes
C100795,0,Yes,63,Month-to-month,DSL,Mailed check,Yes,74.98,4697.81,0,No
C100796,0,No,0,Month-to-month,DSL,Bank transfer,No,103.72,,3,No
C100797,1,No,57,Month-to-month,DSL,Electronic check,No,108.94,6221.59,0,No
C100798,0,No,69,One year,Fiber optic,Mailed check,Yes,123.24,8506.0,2,No
C100799,0,No,48,One year,Fiber optic,Electronic check,No,73.92,3589.11,2,Yes
C100800,1,Yes,13,One year,Fiber optic,Mailed check,No,92.9,1225.32,1,No
C100801,0,Yes,48,Month-to-month,Fiber optic,Bank transfer,Yes,26.37,1263.08,0,No
C100802,0,Yes,46,Two year,Fiber optic,Mailed check,Yes,82.9,3831.86,3,No
C100803,0,Yes,48,One year,Fiber optic,Mailed check,No,37.74,1812.74,0,No
C100804,0,Yes,31,Month-to-month,Fiber optic,Credit card,Yes,68.12,2112.85,2,No
C100805,0,Yes,38,Month-to-month,Fiber optic,Bank transfer,No,130.0,4972.41,0,Yes
C100806,0,Yes,47,One year,DSL,Mailed check,Yes,79.11,3695.72,1,No
C100807,1,Yes,33,Month-to-month,DSL,Credit card,No,44.09,1455.55,2,Yes
C100808,0,No,56,Month-to-month,No,Mailed check,Yes,82.23,4634.62,1,No
C100809,0,No,51,Two year,No,Bank transfer,No,54.49,2786.71,2,No
C100810,0,Yes,22,Month-to-month,DSL,Electronic check,Yes,41.18,896.73,0,No
C100811,0,Yes,44,Month-to-month,Fiber optic,Electronic check,Yes,130.0,5677.35,0,No
C100812,0,No,55,Two year,DSL,Electronic check,Yes,102.0,5553.24,0,No
C100813,0,Yes,35,One year,Fiber optic,Electronic check,Yes,80.37,2864.85,3,Yes
C100814,0,No,52,Month-to-month,Fiber optic,Mailed check,Yes,58.25,3036.71,2,No
C100815,1,Yes,9,Two year,Fiber optic,Electronic check,No,60.68,531.52,1,Yes
C100816,0,Yes,28,Two year,Fiber optic,Bank transfer,No,116.27,3264.3,1,No
C100817,0,No,51,Month-to-month,Fiber optic,Electronic check,Yes,79.2,4015.51,0,Yes
C100818,0,Yes,65,One year,DSL,Electronic check,Yes,18.0,1161.72,2,No
C100819,0,Yes,47,Month-to-month,No,Credit card,No,130.0,6086.48,1,No
C100820,0,Yes,48,Month-to-month,DSL,Bank transfer,No,75.49,3588.19,2,Yes
C100821,0,Yes,24,One year,DSL,Credit card,No,80.3,1874.58,3,No
C100822,0,Yes,51,Month-to-month,DSL,Mailed check,No,102.6,5192.66,0,No
C100823,0,No,26,One year,Fiber optic,Electronic check,No,83.96,2208.49,4,Yes
C100824,0,Yes,3,Two year,DSL,Bank transfer,Yes,92.41,252.56,0,No
C100825,0,No,18,Month-to-month,DSL,Mailed check,No,57.29,1044.59,1,No
C100826,0,No,44,One year,Fiber optic,Electronic check,Yes,33.11,1480.76,3,No
C100827,0,No,70,Month-to-month,Fiber optic,Credit card,Yes,78.41,5489.11,0,No
C100828,0,No,36,Two year,No,Bank transfer,No,112.95,4058.74,2,No
C100829,1,Yes,62,Month-to-month,DSL,Bank transfer,Yes,50.57,3138.67,2,No
C100830,0,Yes,56,One year,DSL,Mailed check,Yes,48.16,2686.54,2,No
C100831,0,Yes,40,One year,DSL,Bank transfer,No,106.63,4295.3,1,No
C100832,0,No,58,Month-to-month,Fiber optic,Electronic check,Yes,56.28,3311.15,1,Yes
C100833,0,Yes,29,One year,DSL,Credit card,Yes,57.68,1708.97,0,No
C100834,0,Yes,32,One year,Fiber optic,Mailed check,No,58.81,1828.13,1,No
C100835,0,No,53,One year,Fiber optic,Electronic check,Yes,68.05,3595.72,0,No
C100836,0,Yes,46,One year,DSL,Electronic check,No,22.79,1048.44,1,No
C100837,0,No,38,Two year,Fiber optic,Bank transfer,No,53.82,2056.74,2,No
C100838,0,Yes,31,Month-to-month,No,Credit card,Yes,76.91,2341.03,2,No
C100839,0,No,71,Month-to-month,Fiber optic,Credit card,No,76.7,5402.11,1,Yes
C100840,0,Yes,4,Month-to-month,DSL,Bank transfer,No,104.74,451.63,0,Yes
C100841,1,Yes,4,One year,DSL,Credit card,No,125.18,486.74,0,Yes
C100842,0,Yes,34,Month-to-month,DSL,Bank transfer,No,115.37,3885.39,2,Yes
C100843,0,No,2,Month-to-month,DSL,Electronic check,Yes,97.44,167.29,1,Yes
C100844,0,No,24,Month-to-month,No,Bank transfer,Yes,65.54,1582.72,0,Yes
C100845,0,Yes,41,Two year,DSL,Electronic check,No,51.31,2083.15,1,No
C100846,1,No,29,Month-to-month,DSL,Electronic check,Yes,70.54,2051.7,0,Yes
C100847,0,No,14,One year,DSL,Mailed check,No,87.57,1201.51,0,No
C100848,0,Yes,20,Month-to-month,Fiber optic,Electronic check,No,94.66,1849.59,2,Yes
C100849,0,Yes,44,Two year,Fiber optic,Credit card,Yes,88.69,3937.97,2,No
C100850,0,Yes,69,Month-to-month,Fiber optic,Credit card,Yes,66.36,4588.79,1,Yes
C100851,0,No,57,Month-to-month,Fiber optic,Mailed check,Yes,93.61,5327.43,1,Yes
C100852,0,No,39,Two year,Fiber optic,Bank transfer,No,107.83,4192.34,1,No
C100853,0,Yes,10,Two year,Fiber optic,Mailed check,Yes,96.4,1000.62,2,No
C100854,0,No,17,Month-to-month,DSL,Electronic check,Yes,69.04,1188.47,0,No
C100855,0,No,32,Month-to-month,Fiber optic,Electronic check,Yes,44.98,1468.03,3,No
C100856,0,No,18,One year,No,Electronic check,Yes,44.27,782.27,1,Yes
C100857,0,Yes,50,Two year,Fiber optic,Electronic check,Yes,49.56,2479.27,2,No
C100858,0,No,26,Month-to-month,DSL,Electronic check,No,77.71,2030.51,1,No
C100859,0,Yes,60,Month-to-month,Fiber optic,Electronic check,No,85.59,5121.65,0,Yes
C100860,0,No,19,One year,DSL,Electronic check,No,27.56,521.25,2,No
C100861,0,No,36,One year,Fiber optic,Credit card,No,54.88,1961.09,2,No
C100862,0,Yes,52,One year,DSL,Electronic check,No,77.3,4029.58,2,No
C100863,0,Yes,15,One year,Fiber optic,Electronic check,Yes,43.01,612.12,1,Yes
C100864,0,Yes,55,Month-to-month,No,Mailed check,Yes,83.02,4580.4,2,Yes
C100865,0,Yes,42,Two year,Fiber optic,Mailed check,Yes,60.78,2560.53,1,No
C100866,0,No,47,Two year,DSL,Mailed check,Yes,48.3,2265.02,0,No
C100867,0,No,33,One year,Fiber optic,Electronic check,No,71.6,2374.04,0,Yes
C100868,0,No,68,Month-to-month,DSL,Bank transfer,Yes,81.77,5551.24,0,No
C100869,1,No,56,Month-to-month,DSL,Mailed check,Yes,44.54,2477.49,0,No
C100870,0,Yes,14,One year,Fiber optic,Bank transfer,Yes,62.72,891.67,1,Yes
C100871,1,Yes,40,Month-to-month,Fiber optic,Mailed check,Yes,84.03,3375.88,0,Yes
C100872,1,No,65,Two year,Fiber optic,Mailed check,No,47.14,3051.42,0,No
C100873,0,No,20,Month-to-month,Fiber optic,Mailed check,Yes,20.27,390.57,1,Yes
C100874,0,Yes,39,One year,No,Electronic check,Yes,23.9,927.53,1,No
C100875,0,Yes,55,Two year,Fiber optic,Mailed check,Yes,57.46,3146.5,0,No
C100876,0,No,19,Month-to-month,Fiber optic,Electronic check,Yes,30.45,616.68,1,Yes
C100877,0,No,37,Month-to-month,No,Electronic check,Yes,59.57,2212.0,2,Yes
C100878,0,No,40,One year,Fiber optic,Bank transfer,Yes,119.95,4798.37,0,Yes
C100879,0,No,12,One year,Fiber optic,Electronic check,Yes,28.64,320.36,1,No
C100880,0,No,12,Month-to-month,DSL,Electronic check,Yes,61.52,756.71,2,Yes
C100881,0,No,41,One year,No,Bank transfer,No,130.0,5314.71,1,No
C100882,0,No,13,Two year,DSL,Mailed check,No,82.24,1052.8,2,No
C100883,0,No,69,Month-to-month,DSL,Credit card,Yes,58.97,4088.25,1,No
C100884,0,No,38,Month-to-month,No,Credit card,Yes,65.29,2490.7,0,Yes
C100885,1,No,51,Month-to-month,Fiber optic,Credit card,Yes,82.88,4164.29,2,Yes
C100886,0,No,28,Month-to-month,No,Mailed check,No,120.87,3380.42,3,Yes
C100887,0,Yes,21,Month-to-month,No,Electronic check,Yes,54.07,1138.61,2,Yes
C100888,0,Yes,35,Month-to-month,No,Bank transfer,Yes,47.27,1645.96,2,No
C100889,0,No,51,One year,Fiber optic,Bank transfer,Yes,28.64,1464.65,3,Yes
C100890,0,No,29,Month-to-month,Fiber optic,Bank transfer,Yes,73.09,2074.37,1,Yes
C100891,0,Yes,20,Two year,DSL,Electronic check,No,27.83,485.82,0,No
C100892,0,No,10,Month-to-month,DSL,Electronic check,Yes,56.09,536.51,3,Yes
C100893,0,Yes,39,Month-to-month,DSL,Electronic check,Yes,42.74,1673.92,2,No
C100894,0,Yes,49,One year,No,Electronic check,No,102.22,4928.16,4,No
C100895,0,No,38,Two year,DSL,Electronic check,No,54.75,2059.41,2,Yes
C100896,0,No,18,Month-to-month,Fiber optic,Credit card,Yes,81.91,1426.31,1,Yes
C100897,0,No,18,Month-to-month,Fiber optic,Electronic check,No,21.88,387.77,3,Yes
C100898,0,Yes,27,Month-to-month,Fiber optic,Bank transfer,Yes,73.95,2045.6,0,Yes
C100899,0,No,25,Month-to-month,Fiber optic,Credit card,Yes,33.91,842.32,0,No
C100900,0,Yes,14,Month-to-month,Fiber optic,Mailed check,Yes,57.23,798.53,0,No
C100901,1,No,68,Month-to-month,No,Mailed check,Yes,130.0,8860.98,2,Yes
C100902,1,Yes,24,Month-to-month,DSL,Bank transfer,No,97.97,2351.81,2,No
C100903,0,Yes,18,Month-to-month,DSL,Electronic check,No,66.15,1185.33,2,No
C100904,0,No,44,Two year,Fiber optic,Mailed check,No,130.0,5743.17,1,No
C100905,0,Yes,58,One year,DSL,Credit card,No,42.54,2479.12,3,No
C100906,0,Yes,33,Month-to-month,No,Bank transfer,Yes,104.96,3470.9,2,No
C100907,1,Yes,48,Month-to-month,No,Credit card,No,24.02,1149.49,1,Yes
C100908,0,Yes,6,Month-to-month,DSL,Credit card,No,62.68,367.43,1,No
C100909,0,Yes,38,Month-to-month,No,Mailed check,Yes,29.57,1146.59,1,No
C100910,0,No,4,One year,DSL,Bank transfer,No,77.72,302.47,2,No
C100911,0,Yes,10,Two year,DSL,Bank transfer,No,71.68,747.58,2,No
C100912,0,Yes,43,Two year,No,Bank transfer,Yes,60.77,2586.93,2,No
C100913,0,Yes,14,Two year,Fiber optic,Bank transfer,No,102.76,1474.48,3,No
C100914,0,Yes,2,Two year,Fiber optic,Bank transfer,No,52.99,117.78,2,Yes
C100915,0,No,13,Two year,Fiber optic,Credit card,Yes,79.81,1013.32,0,Yes
C100916,0,No,56,Month-to-month,DSL,Mailed check,Yes,94.62,5311.44,0,No
C100917,0,No,42,Month-to-month,DSL,Bank transfer,Yes,25.5,1054.74,3,No
C100918,0,Yes,27,Month-to-month,DSL,Electronic check,Yes,47.55,1284.69,1,Yes
C100919,0,No,71,One year,Fiber optic,Bank transfer,No,71.62,5072.85,2,No
C100920,0,No,28,Month-to-month,Fiber optic,Bank transfer,Yes,88.9,2485.88,1,Yes
C100921,1,No,64,Two year,No,Credit card,Yes,112.64,7232.5,2,No
C100922,0,Yes,25,One year,Fiber optic,Mailed check,No,63.52,1600.96,2,No
C100923,0,No,1,Month-to-month,No,Mailed check,No,60.51,32.38,1,No
C100924,0,No,8,Month-to-month,Fiber optic,Electronic check,Yes,43.82,323.86,2,Yes
C100925,0,No,19,Month-to-month,DSL,Electronic check,No,79.9,1524.87,1,No
C100926,1,No,13,Month-to-month,DSL,Electronic check,No,61.09,802.75,0,Yes
C100927,0,No,11,Two year,No,Credit card,No,61.78,662.72,3,No
C100928,0,No,27,One year,Fiber optic,Electronic check,Yes,67.18,1853.64,0,Yes
C100929,0,Yes,71,One year,No,Credit card,No,86.55,6165.39,1,No
C100930,1,No,14,Month-to-month,DSL,Electronic check,Yes,53.09,727.62,2,Yes
C100931,1,No,17,Month-to-month,DSL,Bank transfer,No,46.84,778.22,1,No
C100932,0,Yes,72,Month-to-month,DSL,Bank transfer,Yes,82.95,5966.7,1,No
C100933,0,No,14,One year,Fiber optic,Bank transfer,No,18.0,243.7,3,Yes
C100934,0,No,60,One year,DSL,Bank transfer,No,51.89,3144.8,1,No
C100935,0,No,45,Month-to-month,Fiber optic,Bank transfer,Yes,35.46,1620.31,0,No
C100936,0,No,67,Two year,Fiber optic,Credit card,Yes,106.1,7109.58,1,No
C100937,0,Yes,40,Month-to-month,DSL,Mailed check,No,56.77,2287.75,0,Yes
C100938,0,Yes,43,Two year,DSL,Electronic check,Yes,53.18,2307.31,0,No
C100939,1,No,16,Month-to-month,Fiber optic,Electronic check,Yes,68.54,1098.1,1,Yes
C100940,0,Yes,41,Month-to-month,Fiber optic,Bank transfer,No,52.14,2147.81,1,No
C100941,0,Yes,48,Two year,Fiber optic,Mailed check,Yes,57.92,2795.01,0,No
C100942,1,No,72,Month-to-month,Fiber optic,Mailed check,Yes,72.91,5261.71,1,Yes
C100943,0,Yes,7,Month-to-month,DSL,Bank transfer,Yes,57.34,381.91,1,Yes
C100944,0,Yes,11,Month-to-month,Fiber optic,Mailed check,Yes,57.12,611.38,1,Yes
C100945,0,Yes,1,Month-to-month,No,Bank transfer,Yes,39.7,32.49,2,No
C100946,0,Yes,57,One year,Fiber optic,Bank transfer,Yes,35.39,1999.56,1,No
C100947,0,No,6,Two year,Fiber optic,Bank transfer,Yes,71.82,394.09,2,Yes
C100948,0,Yes,66,Two year,No,Bank transfer,No,79.2,5244.1,1,No
C100949,0,No,26,Month-to-month,Fiber optic,Credit card,Yes,27.16,714.82,2,Yes
C100950,0,Yes,21,Month-to-month,Fiber optic,Bank transfer,No,92.8,1915.32,2,Yes
C100951,1,No,71,Month-to-month,No,Credit card,Yes,92.92,6591.3,1,Yes
C100952,0,No,52,Month-to-month,No,Electronic check,No,99.24,5155.87,1,Yes
C100953,0,No,39,Month-to-month,DSL,Bank transfer,Yes,79.0,3085.55,2,No
C100954,0,Yes,64,Two year,Fiber optic,Bank transfer,Yes,89.11,5675.99,2,No
C100955,0,Yes,55,Two year,DSL,Mailed check,Yes,130.0,7116.15,0,No
C100956,0,Yes,46,One year,No,Electronic check,No,60.95,2816.69,1,No
C100957,0,No,23,Month-to-month,No,Mailed check,Yes,38.63,850.14,1,Yes
C100958,0,No,71,Month-to-month,Fiber optic,Mailed check,Yes,23.98,1696.76,1,Yes
C100959,0,No,52,Month-to-month,Fiber optic,Credit card,Yes,122.67,6370.69,1,Yes
C100960,0,No,69,Month-to-month,Fiber optic,Mailed check,Yes,123.06,8488.06,5,Yes
C100961,1,No,70,Month-to-month,Fiber optic,Electronic check,No,42.26,2964.52,0,No
C100962,0,Yes,40,Month-to-month,DSL,Bank transfer,Yes,48.18,1967.16,0,No
C100963,1,Yes,26,Month-to-month,Fiber optic,Mailed check,Yes,60.28,1527.29,0,No
C100964,0,No,69,Two year,Fiber optic,Electronic check,Yes,106.73,7386.28,4,No
C100965,0,No,72,Month-to-month,Fiber optic,Mailed check,No,31.38,2196.56,1,Yes
C100966,0,Yes,8,Two year,DSL,Mailed check,No,18.0,178.84,2,No
C100967,0,Yes,46,Month-to-month,Fiber optic,Electronic check,No,130.0,5928.93,0,Yes
C100968,0,Yes,43,One year,Fiber optic,Bank transfer,Yes,79.37,3473.82,4,Yes
C100969,1,Yes,54,Month-to-month,Fiber optic,Mailed check,Yes,83.63,4506.28,5,No
C100970,0,No,71,Month-to-month,No,Bank transfer,Yes,63.85,4565.61,2,No
C100971,0,No,18,Month-to-month,Fiber optic,Mailed check,No,83.97,1538.56,2,Yes
C100972,1,Yes,71,Month-to-month,DSL,Electronic check,No,24.57,1733.56,1,No
C100973,1,Yes,46,Two year,Fiber optic,Credit card,No,44.77,2050.43,0,No
C100974,0,Yes,6,Month-to-month,Fiber optic,Mailed check,No,73.15,417.97,1,Yes
C100975,0,No,37,One year,Fiber optic,Electronic check,No,18.0,685.68,2,No
C100976,0,Yes,9,Month-to-month,Fiber optic,Credit card,Yes,60.92,537.69,0,No
C100977,0,No,69,Month-to-month,Fiber optic,Electronic check,Yes,59.08,4056.05,3,Yes
C100978,1,Yes,55,Month-to-month,DSL,Bank transfer,No,60.92,3364.03,0,No
C100979,1,No,66,Month-to-month,DSL,Bank transfer,No,53.47,3506.59,1,No
C100980,0,Yes,43,Two year,Fiber optic,Credit card,Yes,40.12,1716.94,1,No
C100981,0,No,28,Two year,DSL,Credit card,No,18.0,506.68,1,Yes
C100982,0,No,31,One year,DSL,Electronic check,Yes,74.34,2288.48,2,Yes
C100983,1,No,69,Month-to-month,Fiber optic,Bank transfer,Yes,61.0,4196.71,2,No
C100984,1,Yes,11,Month-to-month,Fiber optic,Electronic check,Yes,28.74,354.51,0,Yes
C100985,0,Yes,64,Two year,Fiber optic,Bank transfer,No,71.88,4595.21,2,No
C100986,1,Yes,30,Month-to-month,Fiber optic,Bank transfer,Yes,61.15,1825.51,0,Yes
C100987,0,Yes,43,Month-to-month,DSL,Electronic check,Yes,56.17,2410.93,0,No
C100988,1,Yes,48,Month-to-month,No,Electronic check,No,18.0,875.36,1,No
C100989,0,Yes,5,One year,No,Electronic check,Yes,90.48,426.55,1,Yes
C100990,0,No,10,One year,No,Electronic check,No,33.01,340.78,2,No
C100991,0,Yes,11,One year,Fiber optic,Electronic check,No,71.9,797.3,1,Yes
C100992,0,Yes,56,One year,Fiber optic,Credit card,Yes,45.75,2517.28,1,No
C100993,0,Yes,5,Month-to-month,Fiber optic,Mailed check,No,58.34,336.56,2,No
C100994,0,No,44,Two year,Fiber optic,Credit card,No,104.57,4637.6,2,No
C100995,0,No,7,Month-to-month,Fiber optic,Credit card,No,85.95,581.64,2,Yes
C100996,0,No,56,One year,Fiber optic,Bank transfer,Yes,103.9,5790.34,0,No
C100997,0,Yes,71,Month-to-month,DSL,Mailed check,Yes,79.91,5679.31,1,No
C100998,1,Yes,30,Two year,Fiber optic,Credit card,Yes,81.88,2420.75,3,No
C100999,0,No,15,Month-to-month,Fiber optic,Bank transfer,Yes,18.0,304.11,1,No
C101000,0,No,32,Month-to-month,DSL,Bank transfer,No,60.47,1923.33,1,Yes
C101001,0,Yes,50,Month-to-month,Fiber optic,Credit card,Yes,63.25,3203.05,1,No
C101002,0,No,53,Month-to-month,No,Bank transfer,No,106.71,5635.02,3,No
C101003,0,No,46,Month-to-month,Fiber optic,Mailed check,Yes,54.81,2518.45,0,No
C101004,0,Yes,42,One year,DSL,Credit card,Yes,77.95,3305.58,0,No
C101005,0,No,46,Month-to-month,Fiber optic,Mailed check,Yes,76.77,3523.34,1,No
C101006,0,No,15,Two year,DSL,Credit card,Yes,104.73,1577.75,1,Yes
C101007,0,No,15,Month-to-month,Fiber optic,Electronic check,Yes,65.99,1017.17,0,Yes
C101008,0,No,67,One year,Fiber optic,Electronic check,Yes,94.83,6339.71,0,No
C101009,0,Yes,42,Month-to-month,DSL,Mailed check,No,18.85,760.16,1,No
C101010,0,Yes,62,One year,Fiber optic,Electronic check,Yes,21.58,1301.49,0,No
C101011,0,Yes,45,One year,Fiber optic,Credit card,Yes,18.0,824.59,1,No
C101012,0,Yes,33,Month-to-month,No,Electronic check,Yes,93.58,3097.86,2,No
C101013,0,No,41,Two year,Fiber optic,Bank transfer,Yes,90.21,3725.15,0,No
C101014,0,No,50,Month-to-month,DSL,Electronic check,No,96.9,4838.15,0,No
C101015,0,Yes,13,Month-to-month,DSL,Credit card,No,49.68,610.07,0,No
C101016,0,No,33,One year,Fiber optic,Mailed check,No,53.09,1693.15,2,No
C101017,0,Yes,52,Two year,DSL,Electronic check,Yes,66.37,3522.94,1,No
C101018,0,No,6,Month-to-month,Fiber optic,Electronic check,Yes,113.31,693.03,1,Yes
C101019,0,Yes,5,Month-to-month,DSL,Mailed check,Yes,120.81,607.47,2,No
C101020,0,Yes,11,Two year,Fiber optic,Credit card,Yes,93.81,1038.88,1,No
C101021,1,Yes,43,One year,Fiber optic,Credit card,Yes,79.93,3401.21,0,No
C101022,0,Yes,17,Two year,Fiber optic,Electronic check,No,110.06,1851.15,0,No
C101023,0,Yes,31,Month-to-month,No,Mailed check,No,62.32,1975.5,0,No
C101024,0,No,9,One year,No,Electronic check,No,58.27,540.89,0,No
C101025,1,Yes,18,Month-to-month,No,Mailed check,Yes,66.13,1171.25,1,No
C101026,0,Yes,1,Two year,DSL,Bank transfer,No,40.64,9.97,1,Yes
C101027,0,No,58,Month-to-month,DSL,Electronic check,Yes,64.75,3742.61,0,Yes
C101028,1,Yes,34,One year,DSL,Bank transfer,No,36.48,1232.43,0,No
C101029,0,No,12,Month-to-month,No,Credit card,Yes,100.75,1260.23,0,No
C101030,0,No,38,One year,DSL,Electronic check,No,86.31,3275.07,1,No
C101031,0,Yes,68,One year,Fiber optic,Electronic check,Yes,112.89,7646.78,0,No
C101032,0,No,60,Month-to-month,DSL,Electronic check,No,21.12,1265.73,2,No
C101033,0,Yes,64,Two year,DSL,Electronic check,Yes,127.05,8137.81,2,No
C101034,0,No,29,Month-to-month,Fiber optic,Electronic check,Yes,22.83,630.06,3,Yes
C101035,0,Yes,26,One year,Fiber optic,Bank transfer,Yes,34.05,895.35,2,No
C101036,0,No,23,Month-to-month,Fiber optic,Electronic check,Yes,51.38,1211.96,3,Yes
C101037,1,No,22,Month-to-month,No,Bank transfer,Yes,109.23,2406.53,3,Yes
C101038,0,Yes,67,Month-to-month,Fiber optic,Credit card,No,76.77,5123.66,0,No
C101039,0,Yes,10,Month-to-month,No,Credit card,Yes,62.69,613.68,3,No
C101040,1,Yes,62,Month-to-month,DSL,Bank transfer,Yes,46.22,2824.17,0,No
C101041,0,No,66,One year,DSL,Electronic check,Yes,28.72,1892.17,0,No
C101042,0,No,61,One year,Fiber optic,Electronic check,Yes,103.98,6350.55,0,No
C101043,0,Yes,45,One year,No,Electronic check,Yes,93.96,4205.78,3,No
C101044,0,Yes,62,Month-to-month,DSL,Credit card,No,110.57,6903.83,3,Yes
C101045,0,Yes,2,Month-to-month,Fiber optic,Credit card,No,81.9,183.61,1,Yes
C101046,1,Yes,59,Month-to-month,Fiber optic,Mailed check,No,18.0,1017.18,0,No
C101047,0,Yes,37,One year,Fiber optic,Electronic check,Yes,32.66,1164.11,2,Yes
C101048,0,Yes,69,Two year,Fiber optic,Mailed check,No,83.95,5767.95,3,Yes
C101049,0,Yes,6,Month-to-month,DSL,Electronic check,No,58.91,392.79,0,Yes
C101050,0,Yes,67,One year,No,Credit card,Yes,53.23,3588.68,2,No
C101051,0,Yes,41,Month-to-month,DSL,Electronic check,No,36.9,1553.49,0,No
C101052,0,No,7,Month-to-month,DSL,Mailed check,No,98.43,689.27,0,No
C101053,1,Yes,37,Month-to-month,DSL,Mailed check,Yes,83.69,3091.29,0,No
C101054,0,Yes,2,Month-to-month,No,Electronic check,Yes,85.04,138.89,2,Yes
C101055,1,Yes,6,One year,No,Mailed check,Yes,50.99,314.68,2,No
C101056,0,No,38,Two year,Fiber optic,Credit card,No,75.29,2856.12,0,No
C101057,1,No,59,Month-to-month,No,Electronic check,Yes,29.87,1756.46,2,No
C101058,0,Yes,7,Month-to-month,Fiber optic,Bank transfer,Yes,66.11,503.22,0,Yes
C101059,0,Yes,19,One year,No,Mailed check,No,18.0,338.84,1,No
C101060,0,No,28,Two year,No,Electronic check,No,22.96,676.15,2,No
C101061,0,No,39,One year,DSL,Electronic check,No,60.33,2313.17,2,No
C101062,0,Yes,0,Month-to-month,Fiber optic,Electronic check,Yes,130.0,,0,Yes
C101063,0,Yes,46,One year,DSL,Electronic check,No,18.0,818.67,2,No
C101064,0,No,36,Month-to-month,Fiber optic,Mailed check,Yes,32.69,1194.52,2,Yes
C101065,0,No,70,Two year,No,Credit card,Yes,76.5,5376.66,0,No
